ts_ms,sensor_id,valor_cm,valor_avg,estado_id,estado_nombre
74484,HCSR04_Radar,8.04,14.75,2,CLOSE
74635,HCSR04_Radar,8.04,12.98,2,CLOSE
74786,HCSR04_Radar,18.13,12.47,2,CLOSE
74936,HCSR04_Radar,29.29,13.87,2,CLOSE
75086,HCSR04_Radar,39.36,16.89,2,CLOSE
75236,HCSR04_Radar,39.34,20.30,2,CLOSE
75386,HCSR04_Radar,49.37,24.95,1,NEAR
75537,HCSR04_Radar,55.50,30.88,1,NEAR
75687,HCSR04_Radar,59.46,37.31,1,NEAR
75837,HCSR04_Radar,66.63,44.63,1,NEAR
75987,HCSR04_Radar,72.65,51.45,1,NEAR
76137,HCSR04_Radar,76.63,57.37,0,FAR
76287,HCSR04_Radar,82.70,62.78,0,FAR
76437,HCSR04_Radar,82.71,68.21,0,FAR
76588,HCSR04_Radar,82.75,72.38,0,FAR
76738,HCSR04_Radar,82.75,75.78,0,FAR
76888,HCSR04_Radar,79.71,78.32,0,FAR
77039,HCSR04_Radar,72.63,79.07,0,FAR
77189,HCSR04_Radar,66.63,78.31,0,FAR
